area_id,area_level,name_tr,parent_id,municipality,medas_code,first_seen,last_seen,source_id
TR-02-002-475,neighbourhood,Kaymakam Hasan Tütün Mah.,TR-02-002,Besni Bel.,475,2013,2025,tuik_medas
TR-02-002-476,neighbourhood,Korupınar Mah.,TR-02-002,Besni Bel.,476,2013,2025,tuik_medas
TR-02-002-477,neighbourhood,Pınarbaşı Mah.,TR-02-002,Besni Bel.,477,2013,2025,tuik_medas
TR-02-002-478,neighbourhood,Yeni Besni Mah.,TR-02-002,Besni Bel.,478,2013,2025,tuik_medas
TR-02-002-479,neighbourhood,Yukarı Sarhan Mah.,TR-02-002,Besni Bel.,479,2013,2025,tuik_medas
TR-02-002-489,neighbourhood,Abımıstık Mah.,TR-02-002,Çakırhüyük Bel.,489,2013,2025,tuik_medas
TR-02-002-490,neighbourhood,Boybeypınarı Mah.,TR-02-002,Çakırhüyük Bel.,490,2013,2025,tuik_medas
TR-02-002-491,neighbourhood,Köprübaşı Mah.,TR-02-002,Çakırhüyük Bel.,491,2013,2025,tuik_medas
TR-02-002-492,neighbourhood,Levzin Mah.,TR-02-002,Çakırhüyük Bel.,492,2013,2025,tuik_medas
TR-02-002-493,neighbourhood,Yeşilova Mah.,TR-02-002,Çakırhüyük Bel.,493,2013,2025,tuik_medas
TR-02-002-494,neighbourhood,Atatürk Mah.,TR-02-002,Kesmetepe Bel.,494,2013,2025,tuik_medas
TR-02-002-495,neighbourhood,Çakmak Mah.,TR-02-002,Kesmetepe Bel.,495,2013,2025,tuik_medas
TR-02-002-496,neighbourhood,Fatih Mah.,TR-02-002,Kesmetepe Bel.,496,2013,2025,tuik_medas
TR-02-002-497,neighbourhood,İnce Mah.,TR-02-002,Kesmetepe Bel.,497,2013,2025,tuik_medas
TR-02-002-498,neighbourhood,Cumhuriyet Mah.,TR-02-002,Köseceli Bel.,498,2013,2025,tuik_medas
TR-02-002-499,neighbourhood,Hürriyet Mah.,TR-02-002,Köseceli Bel.,499,2013,2025,tuik_medas
TR-02-002-500,neighbourhood,Tetirli Mah.,TR-02-002,Köseceli Bel.,500,2013,2025,tuik_medas
TR-02-002-501,neighbourhood,Adalet Mah.,TR-02-002,Suvarlı Bel.,501,2013,2025,tuik_medas
TR-02-002-502,neighbourhood,Cumhuriyet Mah.,TR-02-002,Suvarlı Bel.,502,2013,2025,tuik_medas
TR-02-002-503,neighbourhood,Hürriyet Mah.,TR-02-002,Suvarlı Bel.,503,2013,2025,tuik_medas
TR-02-002-504,neighbourhood,Bayat Mah.,TR-02-002,Şambayat Bel.,504,2013,2025,tuik_medas
TR-02-002-505,neighbourhood,Cumhuriyet Mah.,TR-02-002,Şambayat Bel.,505,2013,2025,tuik_medas
TR-02-002-506,neighbourhood,Fatih Mah.,TR-02-002,Şambayat Bel.,506,2013,2025,tuik_medas
TR-02-002-507,neighbourhood,Menderes Mah.,TR-02-002,Şambayat Bel.,507,2013,2025,tuik_medas
TR-02-002-508,neighbourhood,Yeni Mah.,TR-02-002,Şambayat Bel.,508,2013,2025,tuik_medas
TR-02-002-98919,neighbourhood,İnönü Mah.,TR-02-002,Şambayat Bel.,98919,2013,2025,tuik_medas
TR-02-002-99354,neighbourhood,İnönü Mah.,TR-02-002,Kesmetepe Bel.,99354,2013,2025,tuik_medas
TR-02-002-99355,neighbourhood,Turgut Özal Mah.,TR-02-002,Kesmetepe Bel.,99355,2013,2025,tuik_medas
TR-02-003-509,neighbourhood,Başpınar Mah.,TR-02-003,Çelikhan Bel.,509,2013,2025,tuik_medas
TR-02-003-510,neighbourhood,Cami Mah.,TR-02-003,Çelikhan Bel.,510,2013,2025,tuik_medas
TR-02-003-511,neighbourhood,Yunus Emre Mah.,TR-02-003,Çelikhan Bel.,511,2013,2025,tuik_medas
TR-02-003-512,neighbourhood,Mahmut Nedim Ökmen Mah.,TR-02-003,Çelikhan Bel.,512,2013,2025,tuik_medas
TR-02-003-513,neighbourhood,Merkez Mah.,TR-02-003,Çelikhan Bel.,513,2013,2025,tuik_medas
TR-02-003-514,neighbourhood,Zafer Mah.,TR-02-003,Çelikhan Bel.,514,2013,2025,tuik_medas
TR-02-003-515,neighbourhood,Bahçeli Evler Mah.,TR-02-003,Çelikhan Bel.,515,2013,2025,tuik_medas
TR-02-003-516,neighbourhood,Cumhuriyet Mah.,TR-02-003,Çelikhan Bel.,516,2013,2025,tuik_medas
TR-02-003-517,neighbourhood,Fatih Mah.,TR-02-003,Çelikhan Bel.,517,2013,2025,tuik_medas
TR-02-003-518,neighbourhood,Aktaş Mah.,TR-02-003,Pınarbaşı Bel.,518,2013,2025,tuik_medas
TR-02-003-519,neighbourhood,Balıkburun Mah.,TR-02-003,Pınarbaşı Bel.,519,2013,2025,tuik_medas
TR-02-003-520,neighbourhood,Cami Mah.,TR-02-003,Pınarbaşı Bel.,520,2013,2025,tuik_medas
TR-02-003-521,neighbourhood,Çamlıyayla Mah.,TR-02-003,Pınarbaşı Bel.,521,2013,2025,tuik_medas
TR-02-003-522,neighbourhood,Hacılar Mah.,TR-02-003,Pınarbaşı Bel.,522,2013,2025,tuik_medas
TR-02-003-523,neighbourhood,İnönü Mah.,TR-02-003,Pınarbaşı Bel.,523,2013,2025,tuik_medas
TR-02-003-524,neighbourhood,Kaya Mah.,TR-02-003,Pınarbaşı Bel.,524,2013,2025,tuik_medas
TR-02-003-525,neighbourhood,Kurudere Mah.,TR-02-003,Pınarbaşı Bel.,525,2013,2025,tuik_medas
TR-02-004-526,neighbourhood,Fatih Mah.,TR-02-004,Gerger Bel.,526,2013,2025,tuik_medas
TR-02-004-527,neighbourhood,Keleşan Mah.,TR-02-004,Gerger Bel.,527,2013,2025,tuik_medas
TR-02-004-528,neighbourhood,Merkez Mah.,TR-02-004,Gerger Bel.,528,2013,2025,tuik_medas
TR-02-004-529,neighbourhood,Yeni Mah.,TR-02-004,Gerger Bel.,529,2013,2025,tuik_medas
TR-02-005-197957,neighbourhood,Yenikent Mah.,TR-02-005,Gölbaşı Bel.,197957,2016,2025,tuik_medas
TR-02-005-530,neighbourhood,Asfalt Mah.,TR-02-005,Gölbaşı Bel.,530,2013,2025,tuik_medas
TR-02-005-531,neighbourhood,Cumhuriyet Mah.,TR-02-005,Gölbaşı Bel.,531,2013,2025,tuik_medas
TR-02-005-532,neighbourhood,Fatih Mah.,TR-02-005,Gölbaşı Bel.,532,2013,2025,tuik_medas
TR-02-005-533,neighbourhood,Hürriyet Mah.,TR-02-005,Gölbaşı Bel.,533,2013,2025,tuik_medas
TR-02-005-534,neighbourhood,Kurugeçit Mah.,TR-02-005,Gölbaşı Bel.,534,2013,2025,tuik_medas
TR-02-005-535,neighbourhood,Mimar Sinan Mah.,TR-02-005,Gölbaşı Bel.,535,2013,2025,tuik_medas
TR-02-005-536,neighbourhood,Yavuz Selim Mah.,TR-02-005,Gölbaşı Bel.,536,2013,2025,tuik_medas
TR-02-005-537,neighbourhood,Yeni Mah.,TR-02-005,Gölbaşı Bel.,537,2013,2025,tuik_medas
TR-02-005-538,neighbourhood,Asfalt Mah.,TR-02-005,Balkar Bel.,538,2013,2025,tuik_medas
TR-02-005-539,neighbourhood,Cumhuriyet Mah.,TR-02-005,Balkar Bel.,539,2013,2025,tuik_medas
TR-02-005-540,neighbourhood,Cumhuriyet Mah.,TR-02-005,Belören Bel.,540,2013,2025,tuik_medas
TR-02-005-541,neighbourhood,Merkez Mah.,TR-02-005,Belören Bel.,541,2013,2025,tuik_medas
TR-02-005-542,neighbourhood,Cumhuriyet Mah.,TR-02-005,Harmanlı Bel.,542,2013,2025,tuik_medas
TR-02-005-543,neighbourhood,Çakmak Mah.,TR-02-005,Harmanlı Bel.,543,2013,2025,tuik_medas
TR-02-005-544,neighbourhood,Kalemkas Mah.,TR-02-005,Harmanlı Bel.,544,2013,2025,tuik_medas
TR-02-005-545,neighbourhood,Yeni Mah.,TR-02-005,Harmanlı Bel.,545,2013,2025,tuik_medas
TR-02-006-546,neighbourhood,Atatürk Mah.,TR-02-006,Kahta Bel.,546,2013,2025,tuik_medas
TR-02-006-547,neighbourhood,Bağlar Mah.,TR-02-006,Kahta Bel.,547,2013,2025,tuik_medas
TR-02-006-548,neighbourhood,Bayraktar Mah.,TR-02-006,Kahta Bel.,548,2013,2025,tuik_medas
TR-02-006-549,neighbourhood,Cami Mah.,TR-02-006,Kahta Bel.,549,2013,2025,tuik_medas
TR-02-006-550,neighbourhood,Cumhuriyet Mah.,TR-02-006,Kahta Bel.,550,2013,2025,tuik_medas
TR-02-006-551,neighbourhood,Çobanlı Mah.,TR-02-006,Kahta Bel.,551,2013,2025,tuik_medas
TR-02-006-552,neighbourhood,Fatih Mah.,TR-02-006,Kahta Bel.,552,2013,2025,tuik_medas
TR-02-006-553,neighbourhood,Fırat Mah.,TR-02-006,Kahta Bel.,553,2013,2025,tuik_medas
TR-02-006-554,neighbourhood,Gazi Mah.,TR-02-006,Kahta Bel.,554,2013,2025,tuik_medas
TR-02-006-555,neighbourhood,Girne Mah.,TR-02-006,Kahta Bel.,555,2013,2025,tuik_medas
TR-02-006-556,neighbourhood,Hürriyet Mah.,TR-02-006,Kahta Bel.,556,2013,2025,tuik_medas
TR-02-006-557,neighbourhood,Karşıyaka Mah.,TR-02-006,Kahta Bel.,557,2013,2025,tuik_medas
TR-02-006-558,neighbourhood,Menderes Mah.,TR-02-006,Kahta Bel.,558,2013,2025,tuik_medas
TR-02-006-559,neighbourhood,Şeyhbaba Mah.,TR-02-006,Kahta Bel.,559,2013,2025,tuik_medas
TR-02-006-560,neighbourhood,Turanlı Mah.,TR-02-006,Kahta Bel.,560,2013,2013,tuik_medas
TR-02-006-561,neighbourhood,Turgut Özal Mah.,TR-02-006,Kahta Bel.,561,2013,2025,tuik_medas
TR-02-006-562,neighbourhood,Yavuz Selim Mah.,TR-02-006,Kahta Bel.,562,2013,2025,tuik_medas
TR-02-006-563,neighbourhood,Yeni Mah.,TR-02-006,Kahta Bel.,563,2013,2025,tuik_medas
TR-02-006-564,neighbourhood,Atatürk Mah.,TR-02-006,Bölükyayla Bel.,564,2013,2025,tuik_medas
TR-02-006-565,neighbourhood,Cumhuriyet Mah.,TR-02-006,Bölükyayla Bel.,565,2013,2025,tuik_medas
TR-02-006-566,neighbourhood,Fatih Mah.,TR-02-006,Bölükyayla Bel.,566,2013,2025,tuik_medas
TR-02-006-567,neighbourhood,Kangülü Mah.,TR-02-006,Bölükyayla Bel.,567,2013,2025,tuik_medas
TR-02-006-568,neighbourhood,Kılavuz Mah.,TR-02-006,Akıncılar Bel.,568,2013,2025,tuik_medas
TR-02-006-569,neighbourhood,Çamlıca Mah.,TR-02-006,Akıncılar Bel.,569,2013,2025,tuik_medas
TR-02-006-570,neighbourhood,Akıncılar Atatürk Mah.,TR-02-006,Akıncılar Bel.,570,2013,2025,tuik_medas
TR-02-006-571,neighbourhood,Soğuksu Mah.,TR-02-006,Akıncılar Bel.,571,2013,2025,tuik_medas
TR-02-007-572,neighbourhood,Kale Mah.,TR-02-007,Samsat Bel.,572,2013,2025,tuik_medas
TR-02-007-573,neighbourhood,Örentaş Mah.,TR-02-007,Samsat Bel.,573,2013,2025,tuik_medas
TR-02-007-574,neighbourhood,Yavuz Selim Mah.,TR-02-007,Samsat Bel.,574,2013,2025,tuik_medas
TR-02-007-99010,neighbourhood,Baraj Mah.,TR-02-007,Samsat Bel.,99010,2013,2025,tuik_medas
TR-02-008-481473,neighbourhood,Merkez Mah.,TR-02-008,Sincik Bel.,481473,2023,2025,tuik_medas
TR-02-008-575,neighbourhood,Ayengin Mah.,TR-02-008,Sincik Bel.,575,2013,2025,tuik_medas
TR-02-008-576,neighbourhood,Cumhuriyet Mah.,TR-02-008,Sincik Bel.,576,2013,2025,tuik_medas
TR-02-008-577,neighbourhood,Fatih Mah.,TR-02-008,Sincik Bel.,577,2013,2025,tuik_medas
TR-02-008-578,neighbourhood,Karaman Mah.,TR-02-008,Sincik Bel.,578,2013,2025,tuik_medas
TR-02-008-579,neighbourhood,Onur Mah.,TR-02-008,Sincik Bel.,579,2013,2025,tuik_medas
TR-02-008-580,neighbourhood,Zeynel Aslan Mah.,TR-02-008,Sincik Bel.,580,2013,2025,tuik_medas
TR-02-008-581,neighbourhood,Mahmutoğlu Mah.,TR-02-008,Sincik Bel.,581,2013,2025,tuik_medas
TR-02-008-582,neighbourhood,Çınar Mah.,TR-02-008,İnlice Bel.,582,2013,2025,tuik_medas
TR-02-008-583,neighbourhood,Çükan Mah.,TR-02-008,İnlice Bel.,583,2013,2025,tuik_medas
TR-02-008-584,neighbourhood,Fırat Mah.,TR-02-008,İnlice Bel.,584,2013,2025,tuik_medas
TR-02-008-585,neighbourhood,Karadağ Mah.,TR-02-008,İnlice Bel.,585,2013,2025,tuik_medas
TR-02-008-586,neighbourhood,Özbilgin Mah.,TR-02-008,İnlice Bel.,586,2013,2025,tuik_medas
TR-02-008-587,neighbourhood,Taşlıca Mah.,TR-02-008,İnlice Bel.,587,2013,2025,tuik_medas
TR-02-008-588,neighbourhood,Tuna Mah.,TR-02-008,İnlice Bel.,588,2013,2025,tuik_medas
TR-02-009-589,neighbourhood,Ayniye Mah.,TR-02-009,Tut Bel.,589,2013,2025,tuik_medas
TR-02-009-590,neighbourhood,Bulanık Mah.,TR-02-009,Tut Bel.,590,2013,2025,tuik_medas
TR-02-009-591,neighbourhood,Cumhuriyet Mah.,TR-02-009,Tut Bel.,591,2013,2025,tuik_medas
TR-02-009-592,neighbourhood,Çamlıca Mah.,TR-02-009,Tut Bel.,592,2013,2025,tuik_medas
TR-02-009-593,neighbourhood,Fethiye Mah.,TR-02-009,Tut Bel.,593,2013,2025,tuik_medas
TR-02-009-595,neighbourhood,Reşadiye Mah.,TR-02-009,Tut Bel.,595,2013,2025,tuik_medas
TR-02-009-596,neighbourhood,Salah Mah.,TR-02-009,Tut Bel.,596,2013,2025,tuik_medas
TR-03-001-100179,neighbourhood,Dörtyol Mah.,TR-03-001,Afyonkarahisar Bel.,100179,2013,2025,tuik_medas
TR-03-001-148288,neighbourhood,Demirçevre Mah.,TR-03-001,Afyonkarahisar Bel.,148288,2013,2025,tuik_medas
TR-03-001-155077,neighbourhood,Bayatcık Mah.,TR-03-001,Afyonkarahisar Bel.,155077,2013,2025,tuik_medas
TR-03-001-156778,neighbourhood,Küçükçobanlı Mah.,TR-03-001,Afyonkarahisar Bel.,156778,2013,2022,tuik_medas
TR-03-001-246256,neighbourhood,Ataköy Mah.,TR-03-001,Afyonkarahisar Bel.,246256,2013,2025,tuik_medas
TR-03-001-358978,neighbourhood,Çakır Mah.,TR-03-001,Afyonkarahisar Bel.,358978,2013,2025,tuik_medas
TR-03-001-438861,neighbourhood,Akçin Mah.,TR-03-001,Afyonkarahisar Bel.,438861,2013,2025,tuik_medas
TR-03-001-492918,neighbourhood,Erenler Mah.,TR-03-001,Afyonkarahisar Bel.,492918,2013,2025,tuik_medas
TR-03-001-577775,neighbourhood,Kışlacık Mah.,TR-03-001,Afyonkarahisar Bel.,577775,2013,2025,tuik_medas
TR-03-001-597,neighbourhood,Akmescit Mah.,TR-03-001,Afyonkarahisar Bel.,597,2013,2025,tuik_medas
TR-03-001-599,neighbourhood,Ali Çetinkaya Mah.,TR-03-001,Afyonkarahisar Bel.,599,2013,2025,tuik_medas
TR-03-001-600,neighbourhood,Ali İhsan Paşa Mah.,TR-03-001,Afyonkarahisar Bel.,600,2013,2025,tuik_medas
TR-03-001-603,neighbourhood,Battalgazi Mah.,TR-03-001,Afyonkarahisar Bel.,603,2013,2025,tuik_medas
TR-03-001-603993,neighbourhood,İsmail Mah.,TR-03-001,Afyonkarahisar Bel.,603993,2013,2025,tuik_medas
TR-03-001-605,neighbourhood,Beyazıt Mah.,TR-03-001,Afyonkarahisar Bel.,605,2013,2025,tuik_medas
TR-03-001-606,neighbourhood,Burmalı Mah.,TR-03-001,Afyonkarahisar Bel.,606,2013,2025,tuik_medas
TR-03-001-608,neighbourhood,Cumhuriyet Mah.,TR-03-001,Afyonkarahisar Bel.,608,2013,2025,tuik_medas
TR-03-001-611,neighbourhood,Dairecep Mah.,TR-03-001,Afyonkarahisar Bel.,611,2013,2025,tuik_medas
TR-03-001-612,neighbourhood,Derviş Paşa Mah.,TR-03-001,Afyonkarahisar Bel.,612,2013,2025,tuik_medas
TR-03-001-614,neighbourhood,Dumlupınar Mah.,TR-03-001,Afyonkarahisar Bel.,614,2013,2025,tuik_medas
TR-03-001-616,neighbourhood,Ertuğrul Gazi Mah.,TR-03-001,Afyonkarahisar Bel.,616,2013,2025,tuik_medas
TR-03-001-617,neighbourhood,Esentepe Mah.,TR-03-001,Afyonkarahisar Bel.,617,2013,2025,tuik_medas
TR-03-001-618,neighbourhood,Eşrefpaşa Mah.,TR-03-001,Afyonkarahisar Bel.,618,2013,2025,tuik_medas
TR-03-001-619,neighbourhood,Fakıpaşa Mah.,TR-03-001,Afyonkarahisar Bel.,619,2013,2025,tuik_medas
TR-03-001-620,neighbourhood,Fatih Mah.,TR-03-001,Afyonkarahisar Bel.,620,2013,2025,tuik_medas
TR-03-001-621,neighbourhood,Gazi Mah.,TR-03-001,Afyonkarahisar Bel.,621,2013,2025,tuik_medas
TR-03-001-624,neighbourhood,Güvenevler Mah.,TR-03-001,Afyonkarahisar Bel.,624,2013,2025,tuik_medas
TR-03-001-635,neighbourhood,Hamidiye Mah.,TR-03-001,Afyonkarahisar Bel.,635,2013,2025,tuik_medas
TR-03-001-636,neighbourhood,Hasan Karaağaç Mah.,TR-03-001,Afyonkarahisar Bel.,636,2013,2025,tuik_medas
TR-03-001-637,neighbourhood,Hattat Karahisar Mah.,TR-03-001,Afyonkarahisar Bel.,637,2013,2025,tuik_medas
TR-03-001-639,neighbourhood,Hoca Ahmet Yesevi Mah.,TR-03-001,Afyonkarahisar Bel.,639,2013,2025,tuik_medas
TR-03-001-640,neighbourhood,İstiklal Mah.,TR-03-001,Afyonkarahisar Bel.,640,2013,2025,tuik_medas
TR-03-001-642,neighbourhood,Kanlıca Mah.,TR-03-001,Afyonkarahisar Bel.,642,2013,2025,tuik_medas
TR-03-001-644,neighbourhood,Karaman Mah.,TR-03-001,Afyonkarahisar Bel.,644,2013,2025,tuik_medas
TR-03-001-646,neighbourhood,Karşıyaka Mah.,TR-03-001,Afyonkarahisar Bel.,646,2013,2025,tuik_medas
TR-03-001-647,neighbourhood,Kasımpaşa Mah.,TR-03-001,Afyonkarahisar Bel.,647,2013,2025,tuik_medas
TR-03-001-648,neighbourhood,Kayadibi Mah.,TR-03-001,Afyonkarahisar Bel.,648,2013,2025,tuik_medas
TR-03-001-649,neighbourhood,Kocatepe Mah.,TR-03-001,Afyonkarahisar Bel.,649,2013,2025,tuik_medas
TR-03-001-651,neighbourhood,Mareşal Fevzi Çakmak Mah.,TR-03-001,Afyonkarahisar Bel.,651,2013,2025,tuik_medas
TR-03-001-652,neighbourhood,Marulcu Mah.,TR-03-001,Afyonkarahisar Bel.,652,2013,2025,tuik_medas
TR-03-001-653,neighbourhood,Mecidiye Mah.,TR-03-001,Afyonkarahisar Bel.,653,2013,2025,tuik_medas
TR-03-001-657,neighbourhood,Nazmi Saatçi Mah.,TR-03-001,Afyonkarahisar Bel.,657,2013,2025,tuik_medas
TR-03-001-658,neighbourhood,Olucak Mah.,TR-03-001,Afyonkarahisar Bel.,658,2013,2025,tuik_medas
TR-03-001-659,neighbourhood,Orhangazi Mah.,TR-03-001,Afyonkarahisar Bel.,659,2013,2025,tuik_medas
TR-03-001-660,neighbourhood,Osman Gazi Mah.,TR-03-001,Afyonkarahisar Bel.,660,2013,2025,tuik_medas
TR-03-001-661,neighbourhood,Örnekevler Mah.,TR-03-001,Afyonkarahisar Bel.,661,2013,2025,tuik_medas
TR-03-001-662,neighbourhood,Sahipata Mah.,TR-03-001,Afyonkarahisar Bel.,662,2013,2025,tuik_medas
TR-03-001-663,neighbourhood,Selçuklu Mah.,TR-03-001,Afyonkarahisar Bel.,663,2013,2025,tuik_medas
TR-03-001-665,neighbourhood,Sümer Mah.,TR-03-001,Afyonkarahisar Bel.,665,2013,2025,tuik_medas
TR-03-001-666,neighbourhood,Tacı Ahmet Mah.,TR-03-001,Afyonkarahisar Bel.,666,2013,2025,tuik_medas
TR-03-001-667,neighbourhood,Taşpınar Mah.,TR-03-001,Afyonkarahisar Bel.,667,2013,2025,tuik_medas
TR-03-001-669,neighbourhood,Veysel Karani Mah.,TR-03-001,Afyonkarahisar Bel.,669,2013,2025,tuik_medas
TR-03-001-670,neighbourhood,Yarenler Mah.,TR-03-001,Afyonkarahisar Bel.,670,2013,2025,tuik_medas
TR-03-001-672,neighbourhood,Yenice Mah.,TR-03-001,Afyonkarahisar Bel.,672,2013,2025,tuik_medas
